asv	domain	dper	phylum	pper	class	cper	order	oper	family	fper	genus	gper
079ad8cbb5c381954fad7050a71dd464	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
318febe7ce73d17264ca6afa415671cd	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
be23b6b6ab37876e2f4766e87fc67788	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
90aaf755baf6fd7ff21654086acaed51	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
2334bdcb7b478c48d9a3974af98b1425	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
451686b3b53dbfa72ac5e6c1483452ab	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
30f9cba6c037984238cdfa1f4302c30a	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.99
9a40cb2d98f0921ceab8fd8212fd6b9f	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
5d9c15cf5559a810066f45dc28977126	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.87
940bc600aa2744005802f3a8738e1f56	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
e24d9768a6773b33a20ed158f8df5786	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	1	Pantoea	1
9739873aee50615d9aaea53d7ce3191f	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	1	Pantoea	1
865ed18d918ac007df3bc98491053a23	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Moraxellaceae	1	Acinetobacter	1
1b9cbc54570456ab98bb04a796c2e49a	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
19b90e84400478a7817b3b3cd30194bf	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
f572bb446c2d32e54bb3cc90e6dc5524	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
2a0719235105cd8452d19db206aef8e7	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
e4b7cd666c5f12bee73b0608448fd815	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
c8024bf5820ea69211b88ae4fb5645c5	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
07df04935fcfa4428b317ee62d033ce1	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
48ec79e5a06a8aaa3a347da81799442e	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
13b6d51a738b0653a4356a39adfa596a	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
12e6c620c916eca074490e388e364059	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
13fdce8417f230edae003f0e1d6415e6	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.79
d28fb60d49abba710d74a4d69e281576	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.94
6fa3238ecdbe5c691544d49675b1d778	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.99
a0ec2668157ffb2374ece8cad58ecc5f	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
72b76d42b48437f3aad198c7cb7cd8ad	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
b3f50eb1a59ea1b79505b0541cea8164	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
a1ed2390308c5f77c63eceb9b7a4841e	Bacteria	1	Bacillota	1	Bacilli	1	Lactobacillales	1	Enterococcaceae	1	Enterococcus	1
89874696ec0e4a05b5a3a1e95f24c0e2	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
80f80b5a365aeea2a336b9e45519574c	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
fd5004f02085957ebc32e2c98c676ccf	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
cc344cee0296fc4f074bd13fbf66aa7f	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.92
8c5874128e07cc54057ebc68ecf31b40	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
21552fe8568f06a1f2d90d2bc88e9e9c	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
0f53491a8195a65edd2a61358d71b3b1	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
fe407363eede92e9957e205c68bf8d3f	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
c33a637fbdffb5e4c15fde56609beef8	Bacteria	1	Pseudomonadota	1	Betaproteobacteria	1	Burkholderiales	1	Burkholderiaceae	1	Ralstonia	1
f49ea0e799321c3c7862eb18c595a0a4	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
eeb2296344a04739a9ecfc27569c689b	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
9d77e5a5b9941dec52b936243f2aaf56	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
719e1d44ca6ecc01fcbf561680e59df6	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
348fb9ae995e1a6b2645e1c69e95b567	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
1a568ce09a546c1355d67873b1edfe90	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
e1c4d518d7f99956834c463d7aee4e5d	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
6395873ddbb7d1a8e8dfe8652e482e70	Bacteria	1	Bacillota	1	Bacilli	1	Caryophanales	1	Bacillaceae	1	Bacillus	1
7149c9557908919f8c8890592dce06c8	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Salmonella	1
608ff6bb503afbeb78e72760c643ae04	Bacteria	1	Bacillota	1	Bacilli	1	Lactobacillales	1	Enterococcaceae	1	Enterococcus	1
e81e0dfcc13ffb88c02199d2bf9a0b6b	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
e4b38241e79eeb7c33bf438d10fcd393	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
579aeb62d4fe9045ccbc28e8a6b199ae	Bacteria	1	Bacillota	1	Bacilli	1	Caryophanales	1	Bacillaceae	1	Bacillus	1
38273b8a5e9dfd15b1f9a7c9804d3b9e	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
02d0131b0e738a880573e99d56f9293c	Bacteria	1	Bacillota	1	Bacilli	1	Caryophanales	1	Bacillaceae	1	Bacillus	1
dcb303364a2bdb1193909ca9d7bf77de	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
e6ea5eb923c38208a45d89ed24bba141	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Citrobacter	1
5fed5f5a09c9e0cb139f7d89e28d3e0f	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
cb0fa3aa8494418ab62c3e1534a64f51	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
491e677f725a5c0c80eda52027a17fb4	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
1b38f124beefa10366422fa291157095	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Providencia	1
490cbd23d07cda601dd4638ea4d92897	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
e0a25624b4025af5c94f8a07d736a0e1	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
4dcc2020afd2e018e4f7346deb3aec99	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
404dcd1eda775d604b79e56b965e415d	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
c6fc1010814fb3215516739783f101bf	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
7e5519ff131333bf4c1e2f7ceb67a942	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
3b44c0cd22f7eeac2386b9f2d475930a	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Escherichia/Shigella	1
2f3298711880425696032eb51516ef77	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
47bdcb7e77c16e332dd5e09d1fa3bf0c	Bacteria	1	Bacillota	1	Bacilli	1	Caryophanales	1	Bacillaceae	1	Bacillus	1
e4326e04a50bad416b5aa32620852cbd	Bacteria	1	Bacillota	1	Bacilli	1	Caryophanales	1	Staphylococcaceae	1	Staphylococcus	1
7b96a641878579eb795261c3c22e1127	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
a67df227e452bac10d57f4e0f644e1fb	Bacteria	1	Bacillota	1	Bacilli	1	Caryophanales	1	Bacillaceae	1	Bacillus	1
cbb8c7fab987004cb4135dca67812c6e	Bacteria	1	Bacillota	1	Bacilli	1	Caryophanales	1	Listeriaceae	1	Listeria	1
bae768418065c732d365f9103b87d7d5	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Citrobacter	0.99
5692030c68be2bfb5cd977bea37add62	Bacteria	1	Bacillota	1	Bacilli	1	Caryophanales	1	Bacillaceae	1	Bacillus	1
e3e7c3daa38a2a6e2061e74b55dac00e	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
1a788d6c40229cff7acb486c54fce9ce	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Citrobacter	1
4cccd74277e20f9e9acff03578cbb0b7	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Citrobacter	0.98
a36036637a7aee9dc46f907dd91655b0	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Citrobacter	1
4791d97430723a1005dc3d5f32d66236	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Citrobacter	1
8d9c1f7fcbc9efd6469f95a50b25b6e8	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Providencia	1
749e4a29073e74aeada038946a33526d	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.99
0f25aacc53e5e2437da655468398b634	Bacteria	1	Bacillota	1	Bacilli	1	Lactobacillales	1	Lactobacillaceae	1	Limosilactobacillus	1
93a353c7752c54fa6eff327dfdc78c30	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
5a5ecbf6135988e4f3121bca98512580	Bacteria	1	Bacillota	1	Bacilli	1	Lactobacillales	1	Lactobacillaceae	1	Limosilactobacillus	1
178bf7a0913a33d45414c0d87b6910c0	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Citrobacter	1
c2a65de54ce6b4b25cdab60786c5c936	Bacteria	1	Bacillota	1	Bacilli	1	Lactobacillales	1	Lactobacillaceae	1	Limosilactobacillus	1
9f204b9210db233c3ee4855e279340b3	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
2b6f4388304a02d24f9fe68c907d742a	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Providencia	1
fd0adf5065df2317406235d4d7940f7b	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Morganella	1
7129ad8302a038a68e8aa13fdc6e6a3c	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
52b58e00665087ca838855a71ed31dd0	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
aac0b6c431f383ee7cac873d42bb7edd	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Providencia	1
6e102cdb7b94023eebd5836c6d76e61f	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Morganella	1
a104b5b88358c01604d26c815dd77266	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Morganella	1
1efea96ebbc11dd38163e3fbb914eb13	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Morganella	1
d92ef7a7bdbb35f08ada9e04fd064358	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Providencia	1
1ab6e51a7b4c3a84e9c18698437d161f	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
deda5266667f18806e6173b0112c77e8	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
82b8d4de5b40135b6e647c905c076b7b	Bacteria	1	Bacillota	1	Bacilli	1	Lactobacillales	1	Enterococcaceae	1	Enterococcus	1
068b38263204a06aeb7a211af7b30572	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Morganella	1
65de94962964e73d7ccd23d8ebd39ac8	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
27c96ea9fab6b2f125a669126d3cf04f	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
1f9df4e0821f045ec19b947caefc5ae0	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Morganella	1
752a3f85a4e352db4139ef9df88b9100	Bacteria	1	Bacillota	1	Bacilli	1	Caryophanales	1	Listeriaceae	1	Listeria	1
f162dfaf31a44d7423a97a57afbdf5b4	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
e46cc4a65039a62af52e40ff8a06fc3f	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Providencia	1
6882d04a5e51d0361293476c87fc103c	Bacteria	1	Bacillota	1	Bacilli	1	Lactobacillales	1	Lactobacillaceae	1	Limosilactobacillus	1
96f2fc4366e8b2a662fdc8287c475207	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
c6cbd515cb1f31b1e16d7fb5c0e7d9d2	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Providencia	1
3c9610c4516a0a0696f138ec5361863a	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
44a7a7bdace647f8f7c7958fccfa5e86	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Morganella	1
da6e800bee8a22b42ed194d956768d8a	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
7f9899ac0e31f21dceefe341590ce75d	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
5c485fac17792c209b4cadf3090c087f	Bacteria	1	Bacillota	1	Bacilli	1	Lactobacillales	1	Lactobacillaceae	1	Limosilactobacillus	1
38682f48002ce8ee30addba886a962d8	Bacteria	1	Pseudomonadota	1	Betaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Comamonas	1
2ceb297649a971ecf558baa494cc6112	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Escherichia/Shigella	0.99
c0089458dae2c0559162e58eb2661873	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Escherichia/Shigella	1
ed22748543fdfaf7bb2564d50772a36c	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Morganella	1
3a6226f0b0f4c5167e3709764643d5ff	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Escherichia/Shigella	1
60307c7956b1759d8fafefd6c10edae8	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
cddcb77a1af2dbaab0b890f865a9ce98	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
64133d353638da7be143e54e0d12feff	Bacteria	1	Pseudomonadota	1	Betaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Comamonas	1
a610c4d0d7ce2d538b4f76a7d8ed923d	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Providencia	1
ee80db2f444a20d2b659e0f3b8d94d36	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.5
a605e3fda52a8afcbe14148442182e51	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Escherichia/Shigella	1
cf1d9f989f0564a8385a8248a7e8891a	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
02821d5d57efcbb237ae963f5ffe9151	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
36190a57ee2d42292720cfe0f6c8ea15	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
12f86edd216da3db35b67c3e0f77f043	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
aa93adb37fb4db4df85f0134d87e0922	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Providencia	1
baafeea4bc8efc5697282b1a18a3d9d0	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Moraxellaceae	1	Acinetobacter	1
75f9a2d7ecf12621563ff921bb2cdf28	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
7383d1653d2fc2d8df5783f604d74ff6	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
026a3f2cc4e53b6c630c22e233b42744	Bacteria	1	Bacillota	1	Bacilli	1	Lactobacillales	1	Enterococcaceae	1	Enterococcus	1
9be38edf44bc88871a4c9d688943b5ec	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Cosenzaea	0.66
a1117a16a4cac2997392b1a433682801	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
ff869e3a645a52b5f9f9a182417e113f	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
76706c93c5fdeac7b5ee6b7133764783	Bacteria	1	Bacillota	1	Bacilli	1	Lactobacillales	1	Enterococcaceae	1	Enterococcus	1
552188cac2f792cd83709c2f01b01a78	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Proteus	0.58
2fdeeefc2cb15837663b1d582f1415d0	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Escherichia/Shigella	1
51d51e872348c3c5e3b70be7f91c4a32	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Moraxellaceae	1	Acinetobacter	1
4757d6e214dfdd1a169688b0d2f9a246	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Cosenzaea	0.54
29dec8e21c8ac6c1e1f61f6ec3fdb9fe	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Salmonella	0.94
67cfbeeb1a7f19813037c7d744ca91af	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Cosenzaea	0.53
01715a2f03c63afef153f96c8d7a73d1	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Moraxellaceae	1	Acinetobacter	1
34857012a9dc113eea5c8f867f2d85ed	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
b26511f96dae089c94bd488f059b0b2f	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Cosenzaea	0.45
